# Glaciological.Mass.Balance,,,,,,,,,,,,,,,,,,
# ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.).,,,,,,,,,,,,,,,,,,
# INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS.,,,,,,,,,,,,,,,,,,
"# When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns.",,,,,,,,,,,,,,,,,,
"# WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01",,,,,,,,,,,,,,,,,,
# Note that this file contains only a minimal set of data fields.,,,,,,,,,,,,,,,,,,
# Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf).,,,,,,,,,,,,,,,,,,
# Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch).,,,,,,,,,,,,,,,,,,
PU,NAME,WGMS_ID,LATITUDE,LONGITUDE,GEOREG1,GEOREG2,REFERENCE_YEAR,SURVEY_YEAR,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,ELA,AAR,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS,GLACIER_REGION_CODE
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2008,2009,1933,-3245,-1312,>1050.0,0,Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. (2016): TC; 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen. B. (Ed.) (2010): Glac. invest. in Norway in 2009, NVE Report 2-2010, 85p.",Homogenized,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2009,2010,1894,-2642,-748,1005,12,Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. (2016): TC; 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (Ed.) (2011): Glac. invest. in Norway in 2010, NVE Report 3-2011, 89p.",Original,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2010,2011,2295,-3552,-1256,>1050.0,0,Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app.",Original,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2011,2012,1365,-2126,-760,950,27,Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app.",Original,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2012,2013,2075,-4690,-2614,>1050.0,0,Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app.",Original,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2013,2014,2359,-3139,-780,>1050.0,0,Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app.",Original,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2014,2015,1884,-2682,-797,1025,6,Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and R.H. Giesen. (2016): Glac. invest. in Norway 2011-2015. NVE Rap. 88 2016, 171 p +app.",Original,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2015,2016,1662,-3326,-1664,>1050.0,0,Bjarne Kjøllmoen,NVE,"Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson and K. Melvold (2017): Glaciological investigations in Norway 2016. NVE Rapport 76 2017, 95 p +app",,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2016,2017,2084,-2351,-267,810,56,Bjarne Kjøllmoen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","B. Kjøllmoen (Ed.), L.M. Andreassen, H. Elvehøy and M. Jackson (2018): Glaciological investigations in Norway in 2017. NVE Report 82 2018, 84 p +app.",,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2017,2018,1538,-3668,-2129,>1043.0,0,Bjarne Kjøllmoen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy and M. Jackson (2019): Glaciological investigations in Norway in 2018. NVE Report 46 2019, 84 p +app.",,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2018,2019,2507,-2890,-383,,NA,Bjarne Kjøllmoen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, M. Jackson (2019); Glaciological investigations in Norway 2019. NVE Rapport 34-2020, 86 pp +app.",,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2019,2020,2741,-2761,-19,830,59,Bjarne Kjøllmoen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, K. Melvold (2021); Glaciological investigations in Norway 2020. NVE Rapport 31-2021, 92 pp +app.",,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2020,2021,2202,-2397,-195,780,65,Bjarne Kjøllmoen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (Ed.), L.M. Andreassen, H. Elvehøy, S. Storheil. 2022. Glaciological investigations in Norway. NVE Rapport 27 2022, 78 s +app.",,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2021,2022,2754,-4859,-2104,>1043.0,0,Bjarne Kjøllmoen,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjoellmoen, B. (Ed.), L.M. Andreassen, H. Elvehoey. 2023. Glaciological investigations in Norway 2022. NVE Rapport 23-2023, 97pp +app.",,SCA
NO,LANGFJORDJOEKELEN,323,70.128,21.735,Scandinavia,"Scandinavia, North",2022,2023,2300,-4000,-1700,>1043.0,0,BJARNE KJOELLMOEN,"Norwegian Water Resources and Energy Directorate (NVE), Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway",,,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1961,1962,2115,181,2296,1295,92,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Østrem, G. og V. Karlén (1961): Nigardsbreens hydrologi. Særtrykk av Norsk Geografisk Tidsskrift, Bind XVIII, Hefte 3-4, 1961","Homogenized. BEGIN_PERIOD corrected from \19000100\"".""",SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1962,1963,1783,-1957,-173,1550,66,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Østrem, G og O. Liestoel (1964): Glas. unders. i Norge 1963. Norsk Polarinstitutt Meddelelser nr. 90.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1963,1964,1970,-1184,786,1460,81,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Pytte, R og G. Østrem, G (Red) (1965): Glasio-hydrologiske undersøkelser i Norge 1964. NVE Meddelelse nr. 14.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1964,1965,1932,-1155,776,1410,87,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Pytte, R og O. Liestoel (1966): Glasio-hydrologiske undersøkelser i Norge 1965. NVE Rap..",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1965,1966,1751,-2671,-920,1695,30,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Pytte, R. (1967): Glasio-hydrologiske undersøkelser i Norge 1966. NVE Rap. 2-1967.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1966,1967,2997,-1173,1823,1330,91,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Østrem, G og R. Pytte (1968): Glas. unders. i Norge 1967. NVE Rap. 4-1968.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1967,1968,2506,-2388,117,1555,65,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Pytte, R (Red.) (1969): Glas. unders. i Norge 1968. NVE Rap. 5-1969.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1968,1969,1686,-3135,-1449,1890,1,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Pytte, R (Red.) (1970): Glas. unders. i Norge 1969. NVE Rap. 5-1970.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1969,1970,1665,-2297,-631,1655,41,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Tvede, A.M. (Red.) (1971): Glas. unders. i Norge 1970. NVE Rap. 2-1971.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1970,1971,2166,-1312,853,1425,85,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Tvede, A.M. (Red.) (1973): Glas. unders. i Norge 1971. NVE Rap. 2-1973.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1971,1972,1790,-2017,-226,1595,57,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Tvede, A.M. (Red.) (1974): Glas. unders. i Norge 1972. NVE Rap. 1-1974.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1972,1973,2469,-1407,1061,1405,87,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Tvede, A.M. (Red.) (1975): Glas. unders. i Norge 1973. NVE Rap. 1-1975.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1973,1974,1929,-1721,208,1540,68,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Tvede, A.M., B. Wold og G. Østrem (Red.) (1975): Glas. unders. i Norge 1974. NVE Rap. 5-1975.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1974,1975,2432,-2412,20,1520,72,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Wold, B. og J.O. Hagen (Red.) (1977): Glas. unders. i Norge 1975. NVE Rap. 2-1977.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1975,1976,2872,-2435,436,1530,70,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Hagen, J.O. (Red.) (1977): Glas. unders. i Norge 1976. NVE Rap. 7-1977.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1976,1977,1490,-2325,-834,1670,37,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Wold, B og N. Haakensen (Red.) (1978): Glas. unders. i Norge 1977. NVE Rap. 3-1978.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1977,1978,2000,-2238,-238,1610,53,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Wold, B. og K. Repp (Red.) (1979): Glas. unders. i Norge 1978. NVE Rap. 4-1979.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1978,1979,2434,-2097,337,1560,64,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Haakensen, N og B. Wold (Red.) (1981): Glas. unders. i Norge 1979. NVE Rap. 3-1981.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1979,1980,1757,-3033,-1276,1735,22,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Haakensen, N. (Red.) (1982): Glas. unders. i Norge 1980. NVE Rap. 1-1982.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1980,1981,2190,-1978,211,1150,66,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Haakensen, N. (Red.) (1984): Glas. unders. i Norge 1981. NVE Rap. 1-1984.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1981,1982,1877,-2297,-419,1615,52,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Roland, E. og N. Haakensen (Red.) (1985): Glas. unders. i Norge 1982. NVE Rap. 1-1985.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1982,1983,2940,-2028,911,1455,81,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Roland, E. og N. Haakensen (Red.) (1986): Glas. unders. i Norge 1983. NVE Rap. 1-1986.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1983,1984,2489,-2297,191,1530,70,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Kjeldsen, O. (Red.) (1987): Glas. unders. i Norge 1981. NVE V-Publikasjon 7-1987.",Homogenized,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1984,1985,1601,-2393,-791,1690,31,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Laumann, T, N. Haakensen og B. Wold (1988): Massebalansemålinger på Norske breer 1985, 1986 og 1987. NVE Publikasjon V 13-1988.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1985,1986,1338,-1954,-616,1645,44,Glacier group/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Laumann, T, N. Haakensen og B. Wold (1988): Massebalansemålinger på Norske breer 1985, 1986 og 1987. NVE Publikasjon V 13-1988.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1986,1987,2482,-1572,910,1460,81,Nils Haakensen/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Laumann, T, N. Haakensen og B. Wold (1988): Massebalansemålinger på Norske breer 1985, 1986 og 1987. NVE Publikasjon V 13-1988.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1987,1988,2074,-3371,-1297,1720,25,Nils Haakensen/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Østrem, G. (Red.) (1991): Massebalansemålinger på Norske breer 1988 og 1989. NVE Publikasjon 11-1991.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1988,1989,3357,-935,2422,1280,92,Nils Haakensen/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Østrem, G. (Red.) (1991): Massebalansemålinger på Norske breer 1988 og 1989. NVE Publikasjon 11-1991.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1989,1990,3342,-2220,1121,1450,82,Nils Haakensen/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Elvehøy, H og N. Haakensen (Red.) (1992): Glas. unders. i Norge 1990 og 1991. NVE Publikasjon 3-1992.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1990,1991,1785,-2028,-243,1585,59,Nils Haakensen/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Elvehøy, H og N. Haakensen (Red.) (1992): Glas. unders. i Norge 1990 og 1991. NVE Publikasjon 3-1992.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1991,1992,2665,-1532,1132,1410,86,Nils Haakensen/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Haakensen, N. (Red.) (1995): Glas. unders. i Norge 1992 og 1993. NVE Publikasjon 8-1995.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1992,1993,2525,-1402,1123,1410,86,Nils Haakensen/Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Haakensen, N. (Red.) (1995): Glas. unders. i Norge 1992 og 1993. NVE Publikasjon 8-1995.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1993,1994,2007,-1855,152,1500,75,Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Elvehøy, H. et al. (1997): Glas. unders. i Norge 1994 og 1995. NVE Publikasjon 19-1997.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1994,1995,2849,-2032,817,1360,90,Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Elvehøy, H. et al. (1997): Glas. unders. i Norge 1994 og 1995. NVE Publikasjon 19-1997.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1995,1996,1248,-1990,-741,1690,31,Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Kjøllmoen, B. (Red.) (1998): Glas. unders. i Norge 1996 og 1997. NVE Rap. 20-1998.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1996,1997,2449,-2979,-530,1690,32,Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Kjøllmoen, B. (Red.) (1998): Glas. unders. i Norge 1996 og 1997. NVE Rap. 20-1998.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1997,1998,2287,-1829,458,1470,79,Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Kjøllmoen, B. (Red.) (1999): Glas. unders. i Norge - 1998. NVE Rap. 5-1999.",Calibrated,SCA
NO,NIGARDSBREEN,290,61.72,7.13,Scandinavia,Scandinavia South West,1998,1999,2208,-2388,-180,1570,63,Bjarne Kjøllmoen (NVE),"Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Nigardsbreen 1962-2013. NVE Rap. 30-2016. Kjøllmoen, B. (Red.) (2000): Glas. unders. i Norge 1999. NVE Rap. 2-2000.",Calibrated,SCA
